Gen	lnL	lnP	TL	Insertion	Deletion	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[1-5]	R[1-6]	R[1-7]	R[1-8]	R[1-9]	R[1-10]	R[1-11]	R[1-12]	R[2-2]	R[2-3]	R[2-4]	R[2-5]	R[2-6]	R[2-7]	R[2-8]	R[2-9]	R[2-10]	R[2-11]	R[2-12]	R[3-3]	R[3-4]	R[3-5]	R[3-6]	R[3-7]	R[3-8]	R[3-9]	R[3-10]	R[3-11]	R[3-12]	R[4-4]	R[4-5]	R[4-6]	R[4-7]	R[4-8]	R[4-9]	R[4-10]	R[4-11]	R[4-12]	R[5-5]	R[5-6]	R[5-7]	R[5-8]	R[5-9]	R[5-10]	R[5-11]	R[5-12]	R[6-6]	R[6-7]	R[6-8]	R[6-9]	R[6-10]	R[6-11]	R[6-12]	R[7-7]	R[7-8]	R[7-9]	R[7-10]	R[7-11]	R[7-12]	R[8-9]	R[8-10]	R[8-11]	R[8-12]	R[9-9]	R[9-10]	R[9-11]	R[9-12]	R[10-10]	R[10-11]	R[10-12]	R[11-11]	R[11-12]	R[12-12]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	
1300	-38818.9	-418.801	5.43932	0.0073851	0.00896242	0.00420246	0.00258146	0.00618559	0.000995551	0.0128295	0.0156286	0.0147766	0.000997407	0.0263153	0.0144554	0.00102841	0.000909362	0.00900371	0.00101477	0.00833552	0.0513606	0.00984324	0.0092224	0.0384823	0.00703473	0.00269562	0.0231683	0.0199555	0.00691112	0.00100583	0.0113116	0.000896637	0.00354843	0.000868241	0.0010423	0.000991097	0.0103706	0.00806482	0.00549711	0.00763187	0.0396631	0.00361513	0.0231832	0.00871119	0.0452253	0.011195	0.00100104	0.0205095	0.0107961	0.0471029	0.0286891	0.001	0.00160153	0.00728309	0.0586353	0.00280967	0.00100583	0.00102856	0.00651933	0.00641369	0.0100619	0.016772	0.00723625	0.0233589	0.00166465	0.0367066	0.00612463	0.0862437	0.00331645	0.00264242	0.00387136	0.00102565	0.0176713	0.0143982	0.000999917	0.00683397	0.00422797	0.03964	0.000991001	0.0253443	0.0200384	0.00567996	0.00656619	0.00739672	0.0148549	0.0148549	0.0148549	0.0254232	0.0183925	0.0148549	0.0315481	0.00373893	0.0148549	0.00109135	0.030262	0.0148549	0.0256945	0.0198782	0.0148549	0.0077077	0.0148549	0.00660667	0.0305208	0.0148549	0.0292795	0.00814689	0.0148549	0.0148549	0.0332102	0.00255275	0.018072	0.0148549	0.00157803	0.0020847	0.0148549	0.0169467	0.00797828	0.00199184	0.0295884	0.0148549	0.0148549	0.0148549	0.00345895	0.0148549	0.00579344	0.0266468	0.000977782	0.0100145	0.00531012	0.0148549	0.0223396	0.0148549	0.0148549	0.0127576	0.00656062	0.00704173	0.00710453	0.005584	0.00488989	0.00113389	0.00798383	0.0148549	0.00126899	0.0148549	0.00109171	0.00110062	0.00103083	0.00192417	0.0102673	0.00107106	0.00666004	0.0148549	0.0148611	0.0139561	0.00586468	0.00686023	0.00606242	0.00105871	0.0148549	0.0148549	0.0148549	0.0148549	0.00101026	0.00192543	0.0150621	0.00712643	0.000999393	0.00586262	
1400	-38160.7	-419.624	5.53444	0.00855186	0.0103784	0.00424753	0.00260915	0.00625193	0.00100623	0.0129671	0.00944993	0.0149351	0.0010081	0.0265975	0.00130747	0.00103944	0.000919116	0.0185961	0.00102566	0.00842492	0.0519115	0.00994881	0.00932131	0.038895	0.00711018	0.00272453	0.0234168	0.0201696	0.00698524	0.00101661	0.0114329	0.000906253	0.00358648	0.000877553	0.00105348	0.00100173	0.0104818	0.00815132	0.00555607	0.00771372	0.0400885	0.0036539	0.0234318	0.00880462	0.0457103	0.0113151	0.00101178	0.0207294	0.0109119	0.0476081	0.0289968	0.00101073	0.00161871	0.0073612	0.0592641	0.0028398	0.00101662	0.001	0.00658925	0.00648247	0.0101698	0.0169519	0.00731386	0.0230773	0.00168251	0.0371003	0.00619032	0.0871687	0.00335202	0.00267076	0.00391288	0.00103665	0.0178608	0.0145527	0.00101064	0.00690727	0.00427331	0.0400651	0.00100163	0.0256162	0.0202533	0.00574088	0.0066864	0.00753214	0.0151269	0.0151269	0.032566	0.0258886	0.0187292	0.0151269	0.0321257	0.00380738	0.0151269	0.00111133	0.030816	0.0151269	0.0261649	0.0202421	0.0151269	0.00784881	0.0151269	0.00672762	0.0310795	0.0151269	0.0298155	0.00829604	0.0151269	0.0151269	0.0338182	0.00259949	0.0184028	0.00662155	0.00160692	0.00212287	0.0151269	0.0172569	0.00812434	0.0020283	0.03013	0.0151269	0.0151269	0.0151269	0.00352227	0.0151269	0.0058995	0.0271346	0.000995682	0.0101979	0.00540733	0.0151269	0.0227486	0.0151269	0.0151269	0.0129911	0.00668072	0.00717065	0.00723459	0.00568623	0.00497941	0.00115464	0.00812999	0.0151269	0.00129222	0.0151269	0.0011117	0.0010182	0.0010497	0.0019594	0.0104553	0.00100696	0.00678197	0.0151269	0.00817288	0.0142116	0.00597205	0.00698582	0.0061734	0.00107809	0.0151269	0.00778051	0.00237861	0.0151269	0.00102876	0.00196068	0.0153378	0.0072569	0.00101769	0.00596995	
1500	-35702.7	-425.495	5.40749	0.0416872	0.0505908	0.0042233	0.00259427	0.00621627	0.00100049	0.0128931	0.00939602	0.0148499	0.00100235	0.0264458	0.001128	0.00103351	0.000913873	0.01849	0.00101981	0.00837686	0.0516154	0.00989206	0.00926814	0.0386731	0.00706962	0.00270899	0.0232832	0.0200545	0.00694539	0.00101082	0.00406814	0.000901084	0.00356603	0.000872548	0.00104747	0.000996012	0.010422	0.00810482	0.00552437	0.00766972	0.03061	0.00363306	0.0232982	0.0087544	0.0454496	0.0150137	0.00100601	0.0206112	0.0108497	0.0473365	0.0288314	0.00100496	0.00100967	0.00731921	0.0589261	0.00501666	0.00101082	0.000994296	0.00655166	0.0064455	0.0101118	0.0168552	0.00727214	0.0229456	0.00167291	0.0368886	0.00615501	0.0866715	0.00333289	0.00265552	0.00389056	0.00103074	0.017759	0.0144697	0.00100488	0.00686787	0.0039982	0.0398366	0.000995916	0.02547	0.0201378	0.0230281	0.006963	0.00784372	0.0157526	0.0157526	0.0339132	0.0269595	0.019504	0.0157526	0.0334547	0.00396489	0.0157526	0.00102168	0.0320908	0.0157526	0.0272473	0.0210794	0.0157526	0.00817349	0.0157526	0.00700592	0.0323652	0.00868788	0.0310489	0.00863922	0.0157526	0.0157526	0.0352172	0.00270702	0.0191641	0.00689547	0.00167339	0.00221068	0.0157526	0.0179708	0.00846042	0.00211221	0.0313764	0.0157526	0.00741236	0.0157526	0.00366798	0.0157526	0.00614355	0.0274124	0.00103687	0.0106197	0.00563102	0.0157526	0.0236896	0.0157526	0.0157526	0.0135285	0.00695709	0.00746728	0.00753387	0.00592145	0.0051854	0.00120241	0.00846631	0.0157526	0.00134568	0.0157526	0.00103019	0.00106033	0.00105979	0.00204046	0.0108878	0.00104862	0.00706252	0.0157526	0.00851097	0.0147995	0.00621909	0.00727481	0.00642878	0.00112269	0.0157526	0.00810237	0.00247701	0.00264358	0.00102163	0.00204179	0.0159723	0.00109509	0.00105979	0.00101643	
1600	-35109.6	-426.301	5.06586	0.0616336	0.0747974	0.00395128	0.00242717	0.00581587	0.000936047	0.0120627	0.00879082	0.0138934	0.000937792	0.0247424	0.00105534	0.000966944	0.000936443	0.0172991	0.000954119	0.00783731	0.0482908	0.00925491	0.00867117	0.0361822	0.00661427	0.0025345	0.0217836	0.0187628	0.00649804	0.000945708	0.00380611	0.000843045	0.00333634	0.000816347	0.000935545	0.000931859	0.00975071	0.00758279	0.00516855	0.00717571	0.0688945	0.00339905	0.0217975	0.00900154	0.0425222	0.0140467	0.000941212	0.0192836	0.0101508	0.0442876	0.0269744	0.00094023	0.000944639	0.00684778	0.0551306	0.00469354	0.000945716	0.000935551	0.00612967	0.00603034	0.00946053	0.0157695	0.00680374	0.0214677	0.00156516	0.0577769	0.00575856	0.081089	0.00311822	0.00248448	0.00363997	0.00096435	0.0166151	0.0135377	0.000976736	0.0064255	0.00374067	0.0372707	0.000931769	0.0238295	0.0188407	0.0215449	0.00700751	0.00789387	0.0158533	0.0230575	0.03413	0.0271319	0.0196287	0.0158533	0.0336685	0.00399023	0.0158533	0.00338819	0.032296	0.0158533	0.0274215	0.0212142	0.0158533	0.00540109	0.0158533	0.00705072	0.0325721	0.00874343	0.0312474	0.00869446	0.0158533	0.0158533	0.0354423	0.00272433	0.0192866	0.00693955	0.00244266	0.00222482	0.0163028	0.0180857	0.00851451	0.00212571	0.031577	0.0158533	0.00745975	0.0158533	0.00369143	0.0158533	0.00618283	0.0275877	0.0010435	0.0106876	0.00507499	0.00221921	0.0238411	0.0158533	0.0158533	0.013615	0.00700157	0.00751502	0.00758204	0.00595931	0.00521855	0.0012101	0.00852043	0.0158533	0.00135428	0.0158533	0.00103677	0.0010671	0.00100331	0.0020535	0.0109574	0.00100397	0.00710767	0.0158533	0.00856538	0.0148941	0.00625885	0.00732131	0.00646988	0.00112987	0.0158533	0.00815417	0.00249284	0.00266048	0.00102816	0.00205484	0.0160744	0.00110209	0.00106656	0.00102292	
1700	-34399.1	-432.829	4.16282	0.131919	0.160094	0.00385103	0.00236559	0.00566832	0.000912298	0.0117566	0.00856779	0.0135409	0.000913999	0.0241147	0.00102857	0.000942411	0.000912684	0.0168602	0.000929912	0.00763846	0.0470656	0.0090201	0.0106308	0.0352642	0.00644645	0.0024702	0.0179113	0.0182868	0.00633318	0.000921714	0.00370955	0.000821655	0.00117442	0.000795635	0.000911809	0.000908216	0.00950332	0.0073904	0.00503742	0.00915523	0.0671465	0.00331281	0.0212445	0.00877316	0.0414433	0.0136903	0.000979432	0.0187944	0.00641461	0.0431639	0.02629	0.000916375	0.000920673	0.00667404	0.0483036	0.00457446	0.00914137	0.000911814	0.00597415	0.00587734	0.00922051	0.0153694	0.0300451	0.020923	0.00152545	0.056311	0.00748426	0.0790316	0.00303911	0.00242145	0.00297282	0.000939884	0.0161935	0.0131942	0.000951955	0.00626248	0.00364577	0.0363251	0.000908129	0.0232249	0.0183627	0.0233395	0.00691354	0.00778801	0.0156407	0.0227483	0.0336723	0.0267681	0.0193654	0.0156407	0.033217	0.00393673	0.0156407	0.00334275	0.0318629	0.0156407	0.0270538	0.0209297	0.0380096	0.00532866	0.0156407	0.00695616	0.0321353	0.00862618	0.0308284	0.00857786	0.0156407	0.0156407	0.0349671	0.000985852	0.019028	0.00684649	0.0024099	0.00219498	0.0160842	0.0178432	0.00840033	0.00209721	0.0311536	0.0156407	0.00735971	0.0156407	0.00364193	0.0156407	0.00609992	0.0272177	0.001	0.0105443	0.00500694	0.00218945	0.0235214	0.0156407	0.0156407	0.0134325	0.00690767	0.00741424	0.000977661	0.00587939	0.00514857	0.00119387	0.00840618	0.0156407	0.00133612	0.0166051	0.000979308	0.00105279	0.000989857	0.00202596	0.0108104	0.000990503	0.00701236	0.0156407	0.00845052	0.0146944	0.00617492	0.00722314	0.00638312	0.00111472	0.0156407	0.00804482	0.00245942	0.000979352	0.00101437	0.00202729	0.0158589	0.00108731	0.00105226	0.00100921	
1800	-34114.7	-435.968	4.45742	0.131919	0.160094	0.00387611	0.00100013	0.00570523	0.00091824	0.0118332	0.00862358	0.0136291	0.000919951	0.0242717	0.00103527	0.000948548	0.00153799	0.01697	0.000935968	0.00768821	0.0473721	0.00907885	0.0107	0.0354938	0.00648844	0.00248629	0.0180279	0.0184059	0.00637442	0.000927717	0.00373371	0.000827006	0.001	0.000800816	0.000917747	0.000914131	0.00956521	0.00743853	0.00507022	0.00921485	0.0675838	0.00333439	0.0213828	0.000999971	0.0417132	0.0137795	0.00098581	0.0189168	0.00645638	0.043445	0.0264612	0.000922343	0.000926668	0.00458284	0.0486182	0.00460425	0.0145179	0.000917753	0.00601306	0.00591562	0.00928055	0.0154695	0.0302408	0.0210593	0.00153538	0.0547843	0.00845139	0.0795463	0.0030589	0.00243722	0.00299218	0.00100018	0.016299	0.0132801	0.000958154	0.00630327	0.00366951	0.0365616	0.000914043	0.0233762	0.0184823	0.0234915	0.00709768	0.00799545	0.0160573	0.0233542	0.0345692	0.027481	0.0198812	0.0160573	0.0341018	0.00404158	0.0160573	0.00343179	0.0327115	0.0160573	0.0277744	0.0214872	0.0390219	0.00547059	0.0160573	0.00714144	0.0329912	0.00885593	0.0316495	0.00880633	0.0160573	0.0160573	0.0358984	0.001	0.0195348	0.00702885	0.00247409	0.00225345	0.0165126	0.0183184	0.00862407	0.00154081	0.0319834	0.0160573	0.00755574	0.0160573	0.00373893	0.0160573	0.00626239	0.0279426	0.00102663	0.0108251	0.0051403	0.00224777	0.0241478	0.0160573	0.0157035	0.0137902	0.00709166	0.00305247	0.00100001	0.00603599	0.0052857	0.00122567	0.00863007	0.0160573	0.00137171	0.0170474	0.00100539	0.00108084	0.00101622	0.00207992	0.00451629	0.00101689	0.00719913	0.0160573	0.0086756	0.0150858	0.00633939	0.00741552	0.00655313	0.00114441	0.00154568	0.00825909	0.00252492	0.00100544	0.00104139	0.00208129	0.0162813	0.00111627	0.00108029	0.00103609	
1900	-33953.2	-433.199	4.12241	0.131919	0.160094	0.00381305	0.000983732	0.00561242	0.000903302	0.0116407	0.00611462	0.0134074	0.000904985	0.0238768	0.00100272	0.000933117	0.00151297	0.0166939	0.000920742	0.00756314	0.0466015	0.00893115	0.0105259	0.0349164	0.00638288	0.00244584	0.0177346	0.0181064	0.00627072	0.000912625	0.00367297	0.000813553	0.000983732	0.00100293	0.000902817	0.00089926	0.0094096	0.0066517	0.00498774	0.00906494	0.0664844	0.00328014	0.021035	0.000983703	0.0319757	0.0135553	0.000969773	0.018609	0.00635135	0.0427383	0.0260308	0.000907338	0.000911593	0.00450828	0.0478273	0.00452935	0.0142817	0.000902823	0.00591524	0.00581938	0.00912958	0.0152179	0.0297488	0.0207167	0.0015104	0.0538931	0.0083139	0.0782523	0.00300914	0.00239757	0.0029435	0.000983911	0.0160339	0.0130641	0.000942567	0.00620072	0.0161171	0.0359668	0.001	0.0229959	0.0337357	0.0231093	0.0069227	0.00779833	0.0156615	0.0227784	0.0337169	0.0268035	0.0193911	0.0156615	0.033261	0.00394194	0.0156615	0.00334718	0.0319051	0.0156615	0.0270896	0.0209574	0.0380599	0.00533571	0.044949	0.00696538	0.0321779	0.0086376	0.0308692	0.00858922	0.0156615	0.0156615	0.0350134	0.000975346	0.0190532	0.00685556	0.00241309	0.00219789	0.0161055	0.0178668	0.00861429	0.00150282	0.0311948	0.0156615	0.00736946	0.0156615	0.00364675	0.0156615	0.00610799	0.0272538	0.00100132	0.00360061	0.00501357	0.00219235	0.0235525	0.0156615	0.0153164	0.0134502	0.00691682	0.00297721	0.000975358	0.00588718	0.00515539	0.00119545	0.00841731	0.0156615	0.00316423	0.0166271	0.000980605	0.00105419	0.00100465	0.00202865	0.00440494	0.000991815	0.00702164	0.0156615	0.00846171	0.0147139	0.0061831	0.0072327	0.00639157	0.00111619	0.00150758	0.00805547	0.00246267	0.000980649	0.00101571	0.00231132	0.0158799	0.00108875	0.00105366	0.00101054	
2000	-33778.7	-437.64	4.45676	0.133381	0.161868	0.00342137	0.001	0.00503591	0.000810514	0.0104449	0.00548652	0.0120302	0.000812025	0.0214242	0.000899719	0.000837267	0.00135756	0.0149791	0.000826163	0.00678625	0.0418145	0.00801374	0.0094447	0.0313298	0.00572723	0.000946037	0.0159129	0.0162465	0.00562659	0.000818879	0.00329568	0.000729984	0.000947694	0.000899912	0.000810079	0.000806887	0.00844304	0.00596843	0.00447539	0.00813379	0.113501	0.00294321	0.0690105	0.000882657	0.0286912	0.0121629	0.000870157	0.0166975	0.00569893	0.0383482	0.0233569	0.000947628	0.000897359	0.00404519	0.0429144	0.00406409	0.0128147	0.000810084	0.00530762	0.00522161	0.00819178	0.0136547	0.026693	0.0185887	0.000947286	0.0483571	0.00745989	0.0702141	0.00270004	0.00215129	0.00264115	0.000882843	0.0143868	0.0117221	0.000845746	0.00556378	0.0144615	0.0322723	0.000897279	0.0206337	0.0302703	0.0207355	0.00681058	0.00767203	0.0154078	0.0224095	0.0331708	0.0606606	0.019077	0.0154078	0.0327224	0.0038781	0.0154078	0.00329297	0.0313883	0.0154078	0.0266509	0.020618	0.0374435	0.0052493	0.0475067	0.00685257	0.0316567	0.00849771	0.0303693	0.00845012	0.0154078	0.0154078	0.0344463	0.00095955	0.0187446	0.00674453	0.00237401	0.00216229	0.0158447	0.0175774	0.00847477	0.00147849	0.0306896	0.0154078	0.00725011	0.0154078	0.00358769	0.0154078	0.00600907	0.0268124	0.000985107	0.0035423	0.00131462	0.00215684	0.0231711	0.0154078	0.0150683	0.0132324	0.0068048	0.00292899	0.000959562	0.00579184	0.0050719	0.00100302	0.00828099	0.0154078	0.00311299	0.0163578	0.000964724	0.00103712	0.000988376	0.00199579	0.0043336	0.000975752	0.00690792	0.0154078	0.00832467	0.0144756	0.00608296	0.000977667	0.00326782	0.00109811	0.00148316	0.00100319	0.00097622	0.000964767	0.000999264	0.00227388	0.0156227	0.00107112	0.000972538	0.000994177	
2100	-33498.1	-439.377	4.45676	0.141226	0.171389	0.00338559	0.000989541	0.00498324	0.000802037	0.0103357	0.00542914	0.00290862	0.000803532	0.0212001	0.000890309	0.00082851	0.00134336	0.0245538	0.000981156	0.00671527	0.0413772	0.00792992	0.00934592	0.0310021	0.00566733	0.000936143	0.0157465	0.0160766	0.00556774	0.000810315	0.00326121	0.000989809	0.000937782	0.0008905	0.000801607	0.000798448	0.00835474	0.00590601	0.00442859	0.00804872	0.112314	0.00291242	0.0682888	0.000873425	0.0283911	0.0120357	0.000861056	0.0165229	0.00563933	0.0379471	0.0231126	0.000937717	0.000887973	0.00400288	0.0424656	0.00402158	0.0126806	0.000980992	0.00525211	0.005167	0.0081061	0.0226246	0.0264138	0.0183942	0.000937378	0.0478514	0.00738187	0.0694798	0.0026718	0.00212879	0.00261352	0.00087361	0.0142364	0.0115995	0.0008369	0.00550559	0.0143102	0.0319348	0.000887895	0.0204179	0.0299537	0.0205186	0.0070401	0.00793058	0.0159271	0.0231647	0.0342887	0.0627049	0.0197199	0.0159271	0.0338251	0.00400879	0.0159271	0.00340395	0.0324462	0.0159271	0.027549	0.0213129	0.0387054	0.00542621	0.0491077	0.00708351	0.0327236	0.00878409	0.024474	0.00873489	0.0159271	0.0159271	0.0356072	0.000991888	0.0193763	0.00697182	0.00245402	0.00223516	0.0163787	0.0114138	0.00876038	0.00152831	0.0317239	0.0117657	0.00749444	0.0159271	0.0037086	0.0159271	0.00621158	0.027716	0.00101831	0.00366168	0.00135892	0.00222953	0.0239519	0.0159271	0.0155762	0.0136784	0.00703413	0.0030277	0.0009919	0.00598702	0.00524282	0.00103682	0.00856006	0.0159271	0.0032179	0.0169091	0.000997236	0.00107207	0.00102169	0.00206305	0.00447965	0.00100864	0.00714073	0.0159271	0.00860522	0.00442194	0.00100679	0.00101061	0.00337795	0.00113512	0.00153314	0.001	0.00100912	0.00099728	0.00103294	0.00235052	0.0161492	0.00110722	0.00100531	0.00102262	
2200	-33269.2	-439.203	4.23821	0.152064	0.184542	0.00335772	0.000981396	0.00494222	0.000795435	0.0102506	0.00121681	0.00288468	0.000796918	0.0210256	0.000882981	0.000821691	0.0013323	0.0243517	0.00097308	0.00666	0.0410366	0.00786465	0.009269	0.0307469	0.00562068	0.000928437	0.0156169	0.0159443	0.00552191	0.000803645	0.00323437	0.000981662	0.000991831	0.00088317	0.000795009	0.000791877	0.00828597	0.0058574	0.00439214	0.00798247	0.111389	0.00288845	0.0677267	0.000866236	0.0281574	0.0119366	0.000853969	0.0163869	0.00559291	0.0376347	0.0229223	0.000929999	0.000880665	0.00396993	0.0421161	0.00398848	0.0125763	0.00100265	0.00520888	0.00512447	0.00803938	0.0224383	0.0261964	0.018369	0.000929663	0.0474575	0.00871614	0.0689079	0.00264981	0.00211127	0.00259201	0.000866419	0.0141192	0.0115041	0.000830012	0.00546028	0.0141925	0.0316719	0.000880587	0.0310357	0.0297072	0.0203497	0.0073178	0.0082434	0.0165553	0.0240784	0.0356412	0.0651782	0.0236103	0.0165553	0.0351593	0.00416692	0.0165553	0.00353821	0.033726	0.0165553	0.0286357	0.0221535	0.0402321	0.00564024	0.0510448	0.00736291	0.0213826	0.00913057	0.0254393	0.00907943	0.0165553	0.0165553	0.0370117	0.00103101	0.0201406	0.00724682	0.00255082	0.00232333	0.0170247	0.011864	0.00124604	0.00158859	0.0329752	0.0122298	0.00779005	0.0165553	0.00385488	0.0165553	0.00645659	0.0201766	0.00105847	0.00380611	0.00141252	0.00231747	0.0243165	0.0165553	0.0161905	0.0142179	0.00551868	0.00314713	0.00103102	0.00622318	0.00102567	0.00107772	0.00889771	0.0102121	0.00334482	0.017576	0.00103657	0.00111435	0.00106198	0.00214443	0.00465634	0.00100664	0.00742239	0.0165553	0.00894464	0.00459636	0.00104651	0.00105048	0.00351119	0.00102565	0.00159362	0.00103944	0.00104892	0.00100661	0.00107368	0.00244323	0.0167862	0.00115089	0.00104497	0.000996888	
2300	-32973.5	-439.978	4.23821	0.152064	0.184542	0.00313631	0.000916683	0.00461633	0.000742984	0.0011482	0.000932997	0.00269446	0.000933201	0.0196392	0.000824756	0.000767508	0.00124445	0.0227459	0.000908915	0.00622084	0.0383306	0.00734605	0.00865779	0.0287195	0.00525005	0.000867216	0.0145871	0.0148929	0.0051578	0.000750653	0.00302109	0.00091693	0.000931341	0.000824933	0.000742586	0.00136902	0.00773959	0.00547116	0.00410252	0.0074561	0.104044	0.00269799	0.145299	0.000809116	0.0263007	0.0111495	0.000797658	0.0153063	0.00522411	0.0351531	0.0170902	0.000868675	0.000822593	0.00370815	0.0382912	0.00372548	0.011747	0.000936531	0.00321525	0.00478656	0.00750926	0.0209587	0.024469	0.0171577	0.00086836	0.0443281	0.00967405	0.0643641	0.000931336	0.00197205	0.00100369	0.000809287	0.0131882	0.0107455	0.000931497	0.00510022	0.0132566	0.0295835	0.00082252	0.0289891	0.0277483	0.0190079	0.00733946	0.00826781	0.0166043	0.0241497	0.0357468	0.0653712	0.0236802	0.0166043	0.0352634	0.00417925	0.0166043	0.00354869	0.0338258	0.0166043	0.0287205	0.0222191	0.0403512	0.00565694	0.0511959	0.00738471	0.0214459	0.00915761	0.0255147	0.00910632	0.0166043	0.0166043	0.0371213	0.00103406	0.0202002	0.00726828	0.00255837	0.00233021	0.0170751	0.0118991	0.00124973	0.0015933	0.0330728	0.012266	0.00781312	0.0166043	0.00386629	0.0166043	0.00647571	0.0202363	0.00106161	0.00381738	0.0014167	0.00232434	0.0243885	0.0166043	0.0162385	0.01426	0.00553502	0.00315645	0.00103408	0.0062416	0.00100291	0.00108091	0.00892405	0.0102423	0.00335473	0.0176281	0.00103964	0.00111765	0.00106513	0.00215078	0.00467013	0.00100962	0.00744436	0.0166043	0.00897113	0.00190854	0.0010496	0.001	0.00352158	0.00100005	0.00159834	0.00104252	0.00105203	0.00100959	0.00107686	0.00245046	0.0168359	0.00100276	0.00104806	0.000999839	
2400	-32911.6	-441.543	4.39471	0.152064	0.184542	0.00318022	0.000929517	0.00295136	0.000753386	0.00100763	0.000946059	0.00273219	0.000946266	0.0199141	0.00100979	0.000778253	0.00126187	0.0230644	0.00100955	0.00630793	0.0388673	0.0074489	0.00877901	0.0291216	0.00532355	0.000879357	0.0147913	0.0151014	0.00523001	0.000761162	0.00306339	0.000929768	0.00094438	0.000836483	0.00100175	0.00138819	0.00784795	0.00100779	0.00415995	0.00142707	0.105501	0.00273576	0.147333	0.000820444	0.0266689	0.0113056	0.000808826	0.0155206	0.00529725	0.0356453	0.0173295	0.000880836	0.00083411	0.00376007	0.0388273	0.00377764	0.0119114	0.000949643	0.00326026	0.00485358	0.0076144	0.0212522	0.0248116	0.0173979	0.000880518	0.0449488	0.00980949	0.0652652	0.000944375	0.00199966	0.00100173	0.000820617	0.0133728	0.0108959	0.00100962	0.00517163	0.0134422	0.0299976	0.000834036	0.029395	0.0281368	0.0172739	0.00735403	0.00596066	0.0166373	0.0241977	0.0358177	0.0655009	0.0237272	0.0166373	0.0353334	0.00418755	0.0166373	0.00355573	0.033893	0.0166373	0.0287775	0.0222632	0.0404313	0.00566816	0.0512975	0.00739936	0.0214884	0.00917578	0.0255653	0.00912439	0.0166373	0.0166373	0.0371949	0.00103612	0.0202403	0.0072827	0.00256345	0.00233483	0.017109	0.0119227	0.00125221	0.00159646	0.0331385	0.0122904	0.00782862	0.0166373	0.00387396	0.0166373	0.00648856	0.0202765	0.00106371	0.00382495	0.00141952	0.00232895	0.0244369	0.0166373	0.0162707	0.0142883	0.00554601	0.00316271	0.00100195	0.00625399	0.0010049	0.00108306	0.00894176	0.0102626	0.00336138	0.017663	0.0010417	0.00111987	0.00106724	0.00215504	0.0046794	0.00101162	0.00745914	0.0166373	0.00898893	0.00191233	0.00105169	0.00100198	0.00352857	0.001	0.00160151	0.00104459	0.00105412	0.00101159	0.001079	0.00245533	0.0172499	0.000999621	0.00105014	0.00100182	
